,spotify_id,name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,popularity
16839,1BnF35gLqCRWiTzSWgC9hK,7 Dni,Molec,0.597,0.71,0,-5.706,0,0.402,0.283,0.0,0.117,0.478,89.245,4,
16840,7wyxymLTOjYzcMfqd9jTDV,Wang Compromisa (feat. Focalistic & Makhekhe Jr),"Mellow & Sleazy, Focalistic, Makhekhe Jr",0.879,0.644,9,-10.767,1,0.0664,0.0884,0.157,0.0503,0.505,112.016,4,
16841,21x7Ld7I7X7HQtDgS8al5Z,Quyền Anh,"Wren Evans, itsnk",0.792,0.308,6,-14.802,0,0.056,0.0188,0.663,0.219,0.698,122.083,4,
16842,1PSc8P84bB11Ase9bh4qFc,In Memory Of Some Stand Up Guys,C.Gambino,0.725,0.517,11,-12.145,0,0.334,0.401,0.759,0.0979,0.379,99.779,4,
16843,0ptGJLVTNJ2PclW8uzpi4K,IKEBANA,RAVA,0.657,0.593,2,-6.76,1,0.0628,0.664,0.000498,0.106,0.141,82.005,4,
16844,4EHHB2Gfa9d4iPx8JsCd65,HIPNOZA,NIKOŚ,0.745,0.513,10,-9.919,0,0.335,0.228,0.0,0.102,0.795,170.091,3,
16845,5NN51zQh6lnnXPuIQu1cFd,TODO BENÉ - Spotify Singles,"ONZY, Draganov",0.739,0.423,2,-12.548,0,0.403,0.545,1.57e-05,0.12,0.368,133.987,4,
16846,4UCOg9a0A5ObLYGa9acg66,ZANDA,Pause,0.702,0.708,8,-11.999,0,0.0844,0.222,0.000143,0.283,0.459,110.035,4,
16847,4tmUCnebmyZJhai3u8lUZb,(It Goes Like) Nanana - Radio Edit,Sasha Goodman,0.596,0.95,7,-5.081,0,0.0307,0.0323,0.974,0.387,0.573,128.016,4,
16848,621yAnSarqjYZpD8Zv9fTX,Adjare Gudju,"Hiro, Irina Kairatovna",0.969,0.568,7,-8.097,1,0.292,0.0337,0.000864,0.14,0.554,119.992,4,
16849,2uGrSoj2G2ttrcGvDSl5Bg,&ME,NALALA,0.579,0.932,8,-3.532,1,0.0969,0.00394,0.00653,0.306,0.523,144.927,4,
16850,7258FXJaciKjmj5dBweYwZ,FREE ESCO FREE BABY,Simba La Rue,0.797,0.549,7,-6.793,1,0.162,0.0138,3.05e-05,0.108,0.315,105.106,4,
16851,19JgFOYBVVU1H96TiGF6vM,FREESTYLE,Simba La Rue,0.774,0.654,7,-5.21,1,0.317,0.0307,0.0,0.121,0.568,172.053,4,
16852,6tUOOYiRM11eeIKPLOAnzi,TRELES,"Ivan Greko, BeTaf Beats",0.834,0.551,5,-8.496,0,0.12,0.316,0.0,0.0899,0.819,102.031,4,
16853,4rKQ8daoK0aklVptea8A9E,EL TONTO,"Lola Indigo, Quevedo",0.801,0.801,0,-5.369,1,0.1,0.406,0.0,0.134,0.663,110.029,4,
16854,6BxGGPBdNexcy53euZsrga,"Er Her (Artigeardit, KESI)","Artigeardit, KESI",0.589,0.706,5,-5.033,0,0.312,0.151,0.0,0.0692,0.711,125.546,5,
16855,0Hh3lNPtThUvIbDKjZBqWO,Pimpsport,"OG Keemo, Shindy, Sumpa",0.774,0.421,2,-9.863,0,0.394,0.212,0.00587,0.169,0.2,85.495,4,
16856,3R3HY6mOyGwxJ4dxGgg0Do,OJOS AZULES,"Blessd, Peso Pluma, SOG",0.904,0.814,2,-4.39,0,0.181,0.344,0.000117,0.0981,0.803,98.004,4,
16857,0oaXS0Gs0XB0pmOb8cWQhY,Разбити мечти,"Lidia, Debora",0.592,0.942,4,-3.122,0,0.0654,0.241,0.0,0.298,0.381,167.947,4,
16858,23uoBOUwFdh8bKlv6FUDuc,ถ้าไม่มีฉัน (Lost),BADMIXY,0.509,0.539,1,-5.971,1,0.0302,0.715,0.0,0.116,0.352,135.775,4,
16859,0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",0.755,0.522,2,-4.368,1,0.0575,0.533,0.0,0.0685,0.925,89.96,4,
16860,37ONaNxwAfZEdjkUS9PZTq,Ma Vie,C.Gambino,0.844,0.425,2,-11.039,0,0.267,0.272,0.489,0.11,0.458,93.976,4,
16861,0RT8yBpxa19LamyV9xxT7x,عراقي مسرع - ماعوفك حبيبي | مطلوب اكثر شي,M6,0.745,0.964,9,-6.611,1,0.155,0.381,0.000787,0.303,0.662,131.292,4,
16862,5CVzlpSX7O8InwOvubCBXd,Prietena ta,"Satra B.E.N.Z., Alduts Sherdley",0.851,0.625,4,-6.007,0,0.32,0.235,0.0,0.449,0.664,89.982,4,
16863,3wcbaeM7n6Y97JpQQJeNVz,Cheiro de Mato,"Gabi Saiury, Kotim, Mc Paiva ZS, DJ Neeh",0.853,0.676,5,-3.572,1,0.0851,0.451,6.34e-06,0.38,0.694,131.042,4,
16864,1ejy8AVI7k1SAlWeeKaZ60,No Love,"lusttqwe, bexter, lorche",0.762,0.528,4,-8.838,0,0.0413,0.244,0.0,0.205,0.707,137.011,4,
16865,0gnsuw6eGZEwph1rKnxzOu,Los Globos del Cielo,Pedro Suárez-Vértiz,0.621,0.917,9,-7.866,1,0.0552,0.0498,0.0,0.322,0.951,174.348,4,
16866,7ezCLfFIjffHuWfVAZ7Xji,Regenachtig,Lijpe,0.727,0.476,1,-7.301,1,0.409,0.0547,1.3e-05,0.211,0.45,164.141,4,
16867,1SlPNQ3vAF56AiHr6Ul6jM,CCC - Remix,"Michelle Maciel, Eden Muñoz, Panter Bélico",0.713,0.915,7,-2.703,0,0.0764,0.124,0.0,0.345,0.957,148.061,3,
16868,4HAOgAnILvXCbSODMoRnmD,For Us,V,0.556,0.339,1,-11.128,0,0.033,0.798,0.0118,0.172,0.215,84.968,4,
16869,0W4Kpfp1w2xkY3PrV714B7,Ho Hey,The Lumineers,0.685,0.466,0,-9.074,1,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,4,
16870,1W7ughJhjRaANaAUcxTfnC,Children of the Sky (a Starfield song),Imagine Dragons,0.266,0.541,4,-8.841,0,0.0549,0.216,0.0,0.126,0.183,82.044,4,
16871,20CozgjF6bshBw8cLhN23B,Nochentera,Vicco,0.802,0.728,8,-6.456,0,0.0533,0.0233,0.0,0.119,0.782,121.92,4,
16872,7Ku8cFTqbFMKSWGuf1evPQ,Juice,Blæst,0.76,0.658,0,-5.966,1,0.0773,0.099,3.89e-06,0.0928,0.88,116.017,4,
16873,6JUeZ04YG6WIy937AgIPsR,Sie weiß (feat. Mero),"AYLIVA, MERO",0.792,0.679,9,-5.516,0,0.041,0.517,1.49e-05,0.0962,0.204,119.932,4,
16874,6zJejIfVYLgjud3lTk4DLB,SNAP,Rosa Linn,0.565,0.636,0,-8.198,1,0.0638,0.107,9.9e-06,0.447,0.525,170.01,4,
16875,4a2rZnaTBLYSRU9NJFNYwt,Новый герой,Мираж,0.455,0.924,7,-3.03,1,0.0545,0.0463,0.000122,0.115,0.511,146.396,4,
16876,1Or0joPrPSsuXdTzGFLAws,Sozinha - Ao Vivo,"Gusttavo Lima, George Henrique & Rodrigo",0.63,0.855,0,-3.525,0,0.0528,0.312,0.0,0.343,0.752,158.043,4,
16877,6Td7nVeAOUz13zhDlUY8jv,CHEIRO NA CAMISETA,"Luan Pereira, Hugo & Guilherme",0.577,0.856,9,-4.633,1,0.111,0.279,0.0,0.349,0.72,139.383,4,
16878,4KGyltc1ugN2WFcjkSPHwh,Não Vitalício (Nunca Mais) - Ao Vivo,"Matheus & Kauan, Mari Fernandez",0.418,0.925,1,-2.941,1,0.385,0.396,0.0,0.766,0.627,71.49,4,
16879,5B3JWkzaEumPyWXGyDcuGQ,Ok'salayo,"Lindough, DJ Active, Freddie Gwala, Kingshort",0.774,0.441,6,-10.334,1,0.0491,0.00106,0.000878,0.063,0.674,113.007,4,
16880,6bFD28m0wxDX6CpzTKKCnT,Ulala Kanjani (feat. LeeMckrazy & Skandisoul),"Dj Jaivane, LeeMcKrazy, Skandisoul",0.875,0.404,11,-11.935,1,0.0568,0.00126,0.000723,0.0443,0.492,111.015,4,
16881,4Rt9k4SE8dbfKzngxKJPq9,擱淺,Jay Chou,0.497,0.49,5,-7.161,1,0.0276,0.671,0.000417,0.155,0.126,122.71,4,
16882,77BQceOpfvUBXgokOFHYMm,說好不哭,"Jay Chou, Ashin Chen",0.513,0.363,10,-11.219,1,0.0306,0.53,0.0,0.0792,0.383,151.828,4,
16883,74HBdKMibHlpW312HTFReN,BELLYDANCING,INJI,0.826,0.86,7,-3.914,1,0.119,0.0056,0.273,0.422,0.766,121.074,4,
16884,2Id54XtcFLHSe0JNfHR45k,YAPTIRICAZ TIRNAKLARINI,BLOK3,0.648,0.805,10,-9.01,0,0.129,0.166,0.0,0.136,0.829,144.065,4,
16885,3Ry2KPewzbt43hiQPTnDTK,ซูลูปาก้า ตาปาเฮ้,THEMOONWILLALWAYSBEWITHME,0.578,0.569,9,-8.811,1,0.0786,0.441,0.00883,0.112,0.734,168.132,4,
16886,7eL5hEvqtNmqG4FkYCYbfX,AMSTERDAM,C.Gambino,0.847,0.493,5,-11.857,0,0.0489,0.77,0.686,0.113,0.778,116.979,4,
16887,6HuNgzEw9b4tDcSDCQBS1O,Fånga mig när jag faller,Victor Leksell,0.676,0.47,7,-9.238,1,0.0335,0.323,0.000458,0.123,0.155,105.985,4,
16888,4vOoQh9MhS9pyrbvc8LyMz,Can't Tame Her,Zara Larsson,0.584,0.915,6,-3.199,0,0.11,0.00686,0.000155,0.098,0.57,181.882,4,
16889,60786D8cN9UQntKlwEngaG,Opriți planeta,"Puya, IRAIDA",0.781,0.789,0,-5.782,0,0.102,0.415,1.58e-06,0.285,0.816,115.109,4,
16890,3DlxdVsJHBCvUk3zVMGJeF,Paranoid,"Roc Boyz, VC Barre",0.651,0.581,7,-9.092,0,0.0874,0.0484,3.41e-06,0.293,0.503,145.067,4,
16891,4YmbvryKSbLnsN1IqAI3eK,Wacht Op Mij,"Trobi, Ronnie Flex, Tabitha",0.777,0.642,8,-4.928,1,0.0819,0.285,1.85e-06,0.0694,0.716,99.957,4,
16892,6w67kek3AnRI83HMnDWxpB,Monster,Zoë Tauran,0.701,0.498,0,-7.809,0,0.0793,0.221,0.0,0.33,0.698,92.926,3,
16893,2eknBYpfzA4Mp5zWHMGac5,If You Leave,Young Jonn,0.856,0.85,6,-5.59,0,0.0549,0.00389,0.002,0.115,0.515,118.969,4,
16894,6RxDyI3PzCK5H6y5rbqtnl,AMORE DI MAMMA,Simba La Rue,0.668,0.58,4,-6.452,0,0.0696,0.032,0.0,0.117,0.325,111.914,4,
16895,605Qt7cEa5igrpWkX3B76j,伸縮自如的愛,Panther Chan,0.713,0.896,6,-3.37,0,0.0502,0.22,0.0,0.0859,0.789,115.004,4,
16896,2hrPPlnuXbtVhDcmvpobBo,33,KERZA,0.86,0.576,0,-5.655,0,0.0406,0.0424,0.000136,0.176,0.739,140.003,4,
16897,3L4pLlkTz0WyZPza8tlAgx,Alles ist relativ,BIG TIM,0.659,0.912,2,-4.752,1,0.042,0.00277,0.0004,0.351,0.692,149.963,4,
16898,7xWbvfPrSjTWdsBNHOqdJJ,Praha den a noc,CA$HANOVA BULHAR,0.763,0.666,5,-8.44,0,0.306,0.276,1.57e-05,0.36,0.304,160.05,4,
16899,1spokCO7MNwtLI88t6OAJ8,И я такой пау пау пау,nyan.mp3,0.728,0.722,5,-5.324,0,0.0704,0.252,0.000309,0.303,0.978,174.594,4,
16900,50J6Qj7WSPNa1ckACa3LYQ,KOLKO PUTI,"V:RGO, Emil TRF",0.717,0.89,4,-4.175,0,0.0401,0.0586,1.75e-06,0.492,0.52,98.021,4,
16901,2VxeLyX666F8uXCJ0dZF8B,Shallow,"Lady Gaga, Bradley Cooper",0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,4,
16902,5Q0Nhxo0l2bP3pNjpGJwV1,Party In The U.S.A.,Miley Cyrus,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,4,
16903,1465dD5VklIYHkKfcfirkU,Tình Yêu Vĩ Mô,"Wren Evans, itsnk",0.766,0.289,0,-11.935,0,0.0458,0.493,0.000958,0.553,0.521,136.003,4,
16904,7iKWfLpI28LDznDE5vTkoS,Dym,"Clonnex, Golubenko",0.718,0.718,3,-7.424,0,0.117,0.544,0.0,0.298,0.853,140.085,4,
16905,1inxDUNid3wiWPEqAqlJbo,Like I Do,J.Tajor,0.847,0.5,9,-5.481,1,0.0362,0.648,0.0,0.104,0.603,105.01,4,
16906,6LATAa81iyMHWhXgI4VHwL,Numaracı,Mabel Matiz,0.718,0.824,5,-6.76,0,0.0461,0.196,0.0,0.113,0.898,93.979,4,
16907,2PaQb8AtQqIxawPA2O7Vaw,Celladına Aşık,Kubilay Karça,0.494,0.672,1,-6.432,0,0.0412,0.228,0.000207,0.09,0.386,96.011,4,
16908,1IeN7M0Y3Bqx8ghf2bch2d,Bengoro je spátky,"Rytmus, Maxo",0.458,0.639,1,-5.698,1,0.0454,0.0859,0.0,0.145,0.159,78.238,4,
16909,1irjacvRznbBWznT97w67E,Ey Mamma,C.Gambino,0.677,0.506,6,-9.787,0,0.21,0.126,0.784,0.157,0.532,95.856,4,
16910,6ebiZ791hh3KPSw8TcCPK7,"Unnskyld, förlåt","Thomas Stenström, Chris Holsten",0.445,0.531,7,-9.919,1,0.0393,0.833,2.2e-05,0.113,0.49,89.641,4,
16911,3CU2CLSNe5vSnUrCHzck09,AKID,C.Gambino,0.785,0.535,5,-12.004,0,0.0806,0.38,0.911,0.158,0.576,102.023,4,
16912,2u3YjxcWC0C1daH0h369XP,MANI MO,"Gaboro, MAKKARA",0.78,0.673,1,-7.787,1,0.223,0.409,0.0227,0.0958,0.604,86.675,5,
16913,4ltVdPcmgfSlsicK4ZIQGT,CEO,"Asster, Kabe, Worek, clearmind",0.628,0.658,6,-10.618,0,0.0798,0.0522,0.0,0.377,0.615,140.069,4,
16914,1gWUK9qMIK0mnqdSfgfT6z,MER,Vidar Villa,0.671,0.769,9,-5.15,1,0.052,0.0245,0.0,0.222,0.83,156.032,4,
16915,2Rgnz1zbNus9eaTYd3DcEe,LA NOTTE (feat. thasup),"Sally Cruz, thasup, Mike Defunto",0.586,0.807,8,-3.972,0,0.0568,0.18,0.0,0.0957,0.644,80.012,4,
16916,4pEXBbfSgn2vl9PUA1MnFp,Envy,Splyn,0.732,0.376,1,-20.096,1,0.0402,0.21,0.00128,0.102,0.873,115.018,4,
16917,1W5b2Gjb5QJjlxSuYO7pr7,Adios,"David Coast, H.Rock",0.709,0.627,2,-6.287,0,0.0858,0.105,0.0,0.132,0.694,136.112,4,
16918,6APwGCJ11Zvkkz3MBdZQo3,Bula Quantum,"Givem Tyler Litch, Messi, Jordan Allani",0.801,0.886,1,-11.01,1,0.0488,0.00065,0.852,0.028,0.296,112.037,4,
16919,1Ft2NuMsg3Q1sAKIeJoJds,Take on Me - Slowed,m3gan,0.279,0.0664,8,-19.479,0,0.0425,0.966,0.971,0.149,0.2,118.089,4,
16920,2L2vg2n4bU1CVLlpKbQhef,שיר ללא שם,Eviatar Banai,0.353,0.136,2,-15.254,0,0.0359,0.939,5.43e-05,0.194,0.364,81.927,4,
16921,2xE7912IhBp4poxLjOS6WJ,Just Another Rainbow,"Liam Gallagher, John Squire",0.159,0.845,0,-2.728,1,0.0388,0.00105,0.00327,0.133,0.233,103.92,4,
16922,0RXp3LrNZo89KjmfUJS0UO,100K,Gazo,0.685,0.649,1,-7.635,1,0.168,0.122,0.0,0.177,0.0754,139.981,4,
16923,6Amx3JX3K0VhadFQYdNH8k,"myrskyä, tyyntä",pehmoaino,0.315,0.267,9,-13.801,0,0.0345,0.966,0.258,0.0868,0.176,86.775,4,
16924,7CnY6XvqecZuLt3ZZAZnqZ,Onnistu elämään,JANNA,0.634,0.805,6,-3.606,1,0.0379,0.00353,1.68e-06,0.0788,0.366,76.013,4,
16925,1il96FzR8D4G5OIHQvKLpV,<3,pehmoaino,0.703,0.364,11,-10.308,1,0.791,0.922,0.0,0.129,0.205,55.067,5,
16926,3q62BnB25iCCFCFGEIF2mW,سطلانة,"Abd El Basset Hamouda, Mahmoud El Leithy, Hamdy Batshan, Ali Rabee, Osos, Hassan El Kholaey",0.935,0.89,9,-4.554,1,0.073,0.037,0.00047,0.108,0.866,125.998,4,
16927,4dRJyw0JCUsgVAn8Ps062Z,Bajer & Streger,Pattesutter,0.738,0.979,0,-3.148,1,0.0405,0.152,5.92e-06,0.312,0.943,138.044,4,
16928,2zBONhlSbeaeJIjpbaF1m4,99 Grad,"OG Keemo, RIN",0.721,0.445,10,-8.45,0,0.22,0.121,0.0,0.21,0.185,131.962,4,
16929,0CI5A5pgy4of5hcL0dZMqz,I am Him,CA$HANOVA BULHAR,0.804,0.727,2,-5.988,1,0.201,0.441,8.52e-05,0.12,0.196,110.022,4,
16930,1JzH2IS7bVWpMkNIJqywaB,Where Are You Now,"Lost Frequencies, Calum Scott",0.762,0.632,6,-8.312,0,0.085,0.51,0.000205,0.18,0.282,121.031,4,
16931,51hyZpbJlIgZIaX3TtMxmu,run for the hills,Tate McRae,0.544,0.831,8,-3.578,1,0.0941,0.543,0.0,0.118,0.233,130.005,4,
16932,59ksv6lmptSFQF4D6TgRi1,Лабиринт,PELLFELL,0.865,0.724,4,-6.481,0,0.147,0.24,0.0,0.177,0.915,137.949,4,
16933,0F02KChKwbcQ3tk4q1YxLH,晴天,Jay Chou,0.547,0.567,7,-7.295,1,0.0242,0.276,0.000548,0.104,0.399,137.13,4,
16934,5a0LiXM4FmxsR5zj8CDKLo,最後一次心碎,Patrick Brasca,0.301,0.83,5,-4.361,1,0.0872,0.19,0.0,0.138,0.709,84.188,4,
16935,7Fjz93GKhU5LlTacFAO8ze,Automatic,C.Gambino,0.701,0.516,10,-12.243,0,0.275,0.151,0.821,0.103,0.673,180.088,4,
16936,1VJBnmHm3gUyJnPKetgC3j,Grät,Hov1,0.703,0.369,3,-8.697,1,0.064,0.871,0.0,0.0894,0.617,95.203,4,
16937,1OAx9CsbpzE9sEfZGPS7LP,PACATE,"Robi, Aerozen, Oscar",0.556,0.697,1,-5.803,0,0.303,0.00831,0.0,0.113,0.582,152.796,4,
16938,47SjbGWuDZnVvSFyZEJCxG,Pocałunki (M. Pawlikowska- Jasnorzewska),sanah,0.532,0.825,0,-6.463,1,0.105,0.18,0.0,0.0909,0.501,190.09,4,
16939,5OGnojWHysrkcgLzBAj2SA,Klikk,UNDERGRUNN,0.93,0.83,11,-4.685,1,0.255,0.179,0.0,0.0392,0.944,95.983,4,
16940,0ZtWVho1KKMD9w55XYoDPl,All Out Of Fight,P!nk,0.42,0.359,5,-6.932,1,0.0456,0.617,0.0,0.101,0.279,143.277,4,
16941,2pIQ4AKOtPukeUltnNsTWZ,Things on Things,Shallipopi,0.942,0.703,5,-6.524,0,0.145,0.0951,0.0,0.399,0.655,114.997,4,
16942,1r2Fl6ZdRIAZpQDGR9X9ov,M.I.M,"Dada, Don Bigg",0.714,0.675,1,-6.318,1,0.45,0.315,0.0,0.0839,0.546,91.971,4,
16943,6hqEqrLJwBk5w88Ih7ZfHt,LIKE THAT (feat. Oxlade),"ElGrandeToto, Oxlade",0.742,0.565,8,-7.422,0,0.144,0.291,0.000137,0.1,0.382,89.952,4,
16944,2hmO4U06aP40k4IV83bxL0,WELD LAADOUL,ElGrandeToto,0.509,0.547,7,-7.007,0,0.429,0.65,0.0,0.0862,0.275,165.774,5,
16945,4fJiwJoRpYclDPeibPAq2r,Lavida,Pryme,0.734,0.64,1,-6.899,1,0.1,0.515,2.01e-05,0.0978,0.781,111.732,4,
16946,7j5puqIQXnX1xU9qzL0yAa,Big Dreams (Remix),"King Moore, Young Dylan",0.798,0.737,7,-7.884,1,0.412,0.0632,0.0,0.0954,0.661,158.027,4,
16947,1F4ARcz5U9kgtcjpcYNzTH,Gol,"Sfera Ebbasta, Guè",0.79,0.563,10,-6.109,0,0.183,0.265,0.0272,0.139,0.398,97.543,4,
16948,3mMjLv3IyxlEKmXg3JxCI5,Rubami la Notte,Pinguini Tattici Nucleari,0.547,0.882,7,-5.187,1,0.0379,0.0671,0.0,0.613,0.642,77.011,4,
16949,2hHC2jw8qiE4IAPDGjU4Fu,"Gelosa (feat. Shiva, Sfera Ebbasta, Guè)","Finesse, Shiva, Sfera Ebbasta, Guè, Drillionaire",0.726,0.672,7,-5.5,1,0.0704,0.0378,0.0,0.105,0.479,150.068,4,
16950,7kvQDzIegURcWHLC0fZfrQ,Ancora,Rhove,0.739,0.7,9,-8.157,1,0.0795,0.462,0.0,0.161,0.583,138.018,4,
16951,4CQNELF3U3gyNcI6sLr6yK,Guasto D'Amore,"Bresh, SHUNE",0.545,0.597,8,-7.878,1,0.0308,0.241,0.0,0.107,0.707,103.848,4,
16952,79gZiOMkdqpBquK2tClkbn,MILANO,"BIA, Sfera Ebbasta, Fivio Foreign",0.8,0.429,1,-13.439,1,0.281,0.0724,0.0,0.356,0.493,143.918,4,
16953,0JONs2ETXIHvYVxNris8Bf,TAXI SULLA LUNA,"Tony Effe, Emma, Takagi & Ketra",0.861,0.735,8,-5.696,1,0.0835,0.0687,0.0,0.0996,0.604,120.015,4,
16954,0VVYNEXsZB3x9XyMEZQjk1,"PANINARO (feat. Tony Boy, Artie 5ive)","Digital Astro, Tony Boy, Artie 5ive",0.794,0.66,11,-5.976,0,0.101,0.0444,0.0,0.122,0.373,131.911,4,
16955,6TCiqKpdCHRGzwSYvv8sGU,Son of a Gun,Grabbz,0.881,0.613,7,-9.607,1,0.196,0.189,0.0,0.0946,0.337,115.949,4,
16956,5EplASphyfKsamHdiun85x,Pen Game,King Moore,0.635,0.74,9,-5.866,0,0.188,0.036,0.0,0.302,0.689,146.031,4,
16957,23YpzkTDtU78GK6vpgRbkM,"Ishq Jaisa Kuch (From ""Fighter"")","Vishal-Shekhar, Vishal Dadlani, Shekhar Ravjiani, Shilpa Rao, Mellow D, Kumaar",0.736,0.697,1,-7.672,0,0.0416,0.115,1.47e-05,0.149,0.386,104.974,4,
16958,4uK0M8AI6gyFmyzUneQpbi,"Rait Zara Si (From ""Atrangi Re"")","A.R. Rahman, Arijit Singh, Shashaa Tirupati",0.563,0.495,2,-10.272,1,0.0362,0.781,0.0,0.0837,0.244,125.998,4,
16959,3idINUuyRidKbQiMFt6EkU,משוגעת (Prod. by Triangle),"Gal Adam, NOROZ",0.761,0.787,8,-6.503,1,0.249,0.134,0.00145,0.161,0.542,140.093,4,
16960,3FzUdSK2jCdzreDDJOfKWc,maasta taivaaseen,pehmoaino,0.37,0.285,6,-14.351,0,0.0399,0.875,0.577,0.0854,0.139,106.166,3,
16961,4QfhwWVpaIaXihhpweCuRi,Kertoimia Vastaan,Jami Faltin,0.786,0.571,10,-6.276,0,0.0635,0.248,3.07e-06,0.095,0.661,104.983,4,
16962,4T5U89USlowyG8zLMsaKgf,100 kg kukkia,Ege Zulu,0.657,0.599,8,-3.343,0,0.306,0.0577,0.0,0.12,0.904,93.691,4,
16963,0X84P3sGzZVnTdKzOWD2E9,Meiän Vuos,"Jami Faltin, SHRTY",0.717,0.716,5,-4.036,0,0.215,0.0602,2.5e-06,0.118,0.921,101.707,4,
16964,52XyOJi13FXLYPDWUT50Yi,Deja Vu,SHRTY,0.799,0.693,6,-5.549,0,0.0332,0.272,2.42e-05,0.263,0.454,121.975,4,
16965,3oGV3fvu4Lf7O1hKsvbtvE,Skaala,Isac Elliot,0.623,0.729,7,-7.659,0,0.0299,0.0905,8.8e-05,0.0906,0.766,146.969,3,
16966,7ag60dkTuD8xoMOxh6f4xS,Kuka se on (feat. Isac Elliot),"Cledos, Isac Elliot",0.748,0.757,10,-5.746,0,0.0526,0.214,0.000523,0.11,0.77,94.999,4,
16967,45IUYdyKVvCpS7qKykpUpL,Diva,Sharmoofers,0.801,0.821,8,-7.657,0,0.0758,0.047,0.0,0.0412,0.548,95.036,4,
16968,58M9QeKKOXe8QEKx5VMMOL,El Caballon,Jose Macias,0.684,0.827,8,-7.499,1,0.126,0.119,0.0,0.106,0.511,115.994,3,
16969,7hRqMwWqNIu6Z4cjdP92fB,Na Contigo,"Chimbala, Darmiko",0.908,0.736,1,-0.03,1,0.157,0.157,0.00107,0.282,0.717,127.981,4,
16970,0twnZu2JhBywPQBOX92gSl,For Altid,TopGunn,0.575,0.561,8,-8.065,0,0.253,0.103,0.0,0.102,0.901,101.423,3,
16971,42Ztw2ZtZR3mtWjXpg0R5I,TABU.,"Yung Yury, Damn Yury",0.667,0.702,0,-8.49,0,0.169,0.219,4.3e-05,0.147,0.479,148.978,4,
16972,3T33so3escAbwbrgcIqyRa,Die Sonne,"Kontra K, SANTOS",0.666,0.73,8,-4.585,1,0.233,0.224,0.0,0.121,0.498,159.92,4,
16973,2EbO8k2jAHVRMVvUB77nNt,Weißes Haus,AYLIVA,0.626,0.435,10,-8.812,1,0.336,0.506,0.000865,0.386,0.521,82.839,4,
16974,1szS7JF64tEmQke86QpFDV,winterlove2.0,"Maikel, badchieff, Miksu / Macloud",0.693,0.671,3,-8.386,0,0.0474,0.136,4.84e-05,0.0629,0.57,155.95,4,
16975,4I4G0LD277PWvfblYtSf91,Needle (feat. Drake),"Nicki Minaj, Drake",0.807,0.593,7,-7.304,1,0.104,0.316,0.00083,0.137,0.323,110.001,4,
16976,5Vdesd774o3oOtaxxQoA3D,Erro da Minha Vida - Ao Vivo,"Solange Almeida, Mari Fernandez",0.654,0.889,10,-2.503,0,0.103,0.255,0.0,0.491,0.805,153.825,4,
16977,5qEGAHerczFt3HmL9lhh4j,Nachts wach (Lila Wolken Bootleg),"Miksu / Macloud, makko",0.667,0.849,10,-4.4,0,0.124,0.165,4.8e-05,0.107,0.752,155.002,4,
16978,7lj9PG3guq2A4VLRBLkfKI,Mesafe,Semicenk,0.611,0.776,9,-4.046,0,0.136,0.287,0.0,0.167,0.342,93.892,4,
16979,2MvwYhejHpLfBcptTEWhDL,Pink,Blackbeans,0.594,0.799,9,-5.808,1,0.0245,0.0746,1.52e-05,0.0923,0.632,99.978,4,
16980,74xfr2lyWfi2qZjWtqovBg,RID MIG SOM EN DALAHÄST,"Rasmus Gozzi, FRÖKEN SNUSK",0.556,0.674,2,-5.518,1,0.363,0.207,0.0,0.296,0.447,208.066,4,
16981,2naSGCjncbz8chvU2qwFzT,GYNEKOLOGEN,"Rasmus Gozzi, FRÖKEN SNUSK",0.667,0.879,7,-5.411,1,0.309,0.173,0.0,0.396,0.504,163.921,4,
16982,6PnSITYfgUE5vTCLRy3Y8S,جننت قلبي,Majid Almohandis,0.37,0.68,10,-6.13,0,0.0697,0.509,0.0,0.166,0.525,70.601,4,
16983,0HC4MTl9NPGv6EKJWsfUzD,RISIPA,"Robi, Aerozen, Marko Glass",0.761,0.721,2,-6.689,1,0.119,0.00743,0.0,0.0788,0.563,156.866,4,
16984,4uqJelb9THHmJ3OCohg4ZJ,Nosso Quadro,"AgroPlay, Ana Castela",0.691,0.708,9,-4.821,1,0.195,0.338,0.0,0.311,0.602,160.018,4,
16985,4COvULULVKLsMKMRKIiXUa,Me Estoy Enamorando,Pedro Suárez-Vértiz,0.745,0.864,0,-8.286,1,0.0316,0.0958,0.0,0.308,0.959,132.027,4,
16986,5L2K7VRICXbFhAm7ebrQJ9,Docteur - Spotify Singles,"Stormy, Kartman",0.487,0.575,3,-9.568,0,0.0627,0.296,1.99e-05,0.43,0.204,108.937,4,
16987,2zwvxiH8XBloPFw33Hj6wT,JANAH 4,Bo9al,0.762,0.455,5,-10.649,0,0.425,0.422,0.0,0.0963,0.539,96.031,4,
